A:01 F:B0 B:00 C:13 D:00 E:D8 H:01 L:4D SP:FFFE PC:0100 PCMEM:3E,0F,C6,01
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0097 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0098 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0099 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:009A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:009B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:009C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:009D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:009E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:009F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00A9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00AA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00AB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00AC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00AD PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00AE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00AF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00B9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00BA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00BB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00BC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00BD PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00BE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00BF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00C9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00CA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00CB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00CC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00CD PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00CE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00CF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00D9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00DA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00DB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00DC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00DD PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00DE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00DF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00E9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00EA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00EB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00EC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00ED PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00EE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00EF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00F9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00FA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00FB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00FC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00FD PCMEM:00,00,00,3E
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00FE PCMEM:00,00,3E,0F
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:00FF PCMEM:00,3E,0F,C6
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0100 PCMEM:3E,0F,C6,01
A:0F F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0102 PCMEM:C6,01,28,02
A:10 F:20 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0104 PCMEM:28,02,20,02
A:10 F:20 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0106 PCMEM:20,02,C3,50
A:10 F:20 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:010A PCMEM:01,CC,60,01
A:10 F:20 B:60 C:CC D:00 E:D8 H:01 L:4D SP:0000 PC:010D PCMEM:01,D4,70,01
A:10 F:20 B:70 C:D4 D:00 E:D8 H:01 L:4D SP:0000 PC:0110 PCMEM:01,00,18,EE
A:10 F:20 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0113 PCMEM:EE,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0115 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0116 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0117 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0118 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0119 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:011A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:011B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:011C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:011D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:011E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:011F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0120 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0121 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0122 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0123 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0124 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0125 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0126 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0127 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0128 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0129 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:012A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:012B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:012C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:012D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:012E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:012F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0130 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0131 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0132 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0133 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0134 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0135 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0136 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0137 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0138 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0139 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:013A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:013B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:013C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:013D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:013E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:013F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0140 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0141 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0142 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0143 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0144 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0145 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0146 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0147 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0148 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0149 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:014A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:014B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:014C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:014D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:014E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:014F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0150 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0151 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0152 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0153 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0154 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0155 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0156 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0157 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0158 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0159 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:015A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:015B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:015C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:015D PCMEM:00,00,00,C9
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:015E PCMEM:00,00,C9,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:015F PCMEM:00,C9,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0000 PC:0160 PCMEM:C9,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0000 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0001 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0002 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0003 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0004 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0005 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0006 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0007 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0008 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0009 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:000A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:000B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:000C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:000D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:000E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:000F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0010 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0011 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0012 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0013 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0014 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0015 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0016 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0017 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0018 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0019 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:001A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:001B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:001C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:001D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:001E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:001F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0020 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0021 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0022 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0023 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0024 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0025 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0026 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0027 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0028 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:0029 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:002A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:002B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:002C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:0002 PC:002D PCMEM:00,00,00,00
